,情感分析结果,评价倾向,正文内容,标签
222,0.0500064007421336,负向,竟然有28名被告，这得是多大的一个涉黑组织啊！,1
224,0.9323372130529388,正向,鳄鱼的眼泪[doge],0
225,0.9737410023885504,正向,有头有尾的结局,0
226,0.9517123554166764,正向,我怕减刑[允悲],0
227,0.7297953905324696,正向,别减刑,0
230,0.99786452234906,正向,除了检察机关所述罪名外，还涉及黑社会性质组织罪。黑社会性质组织罪主犯一般情况下是死刑的，骨干成员大多死缓或者死刑,0
231,0.6317853705682674,正向,判的好！,0
232,0.3167751694284305,负向,才24年，呵,1
234,0.7927803195006036,正向,别减刑，牢底坐穿,0
235,0.2397903283061176,负向,才罚32万，人家曾经扬言80w就把事情解决了，发这新闻都不敢相信了。,1
236,0.9892819680597932,正向,不错不错   千万别减刑[打call][打call][打call],0
237,0.7297953905324696,正向,不得减刑，该!,0
238,0.9999241328159164,正向,在全国形成非常恶劣影响，甚至在国际也形成恶劣影响，不见得判刑重了，如果是早二十多年的严打时期会更重，法律程序正义是对的，也威慑了挑衅法律尊严的暴力分子，但这也说明现在确实处于经济低迷的时期，曾经十多年很少发生这样的事，生意不景气大家都有戾气，从重刑法的根本目的就是为了稳固经济基本,0
240,0.9999976303708792,正向,应该让那四个打祖国花朵的四个人长期给祖国花朵钱，什么大学的学费，住宿费，生活中的生活费，以后结婚婚礼的费用，生小孩了小孩的费用一直到祖国花朵下下代下下下代，让广大男性认识到侮辱女性的代价！,0
241,0.999904636885839,正向,能不能死刑[泪][泪][泪][泪],0
242,0.3268983268983266,负向,1,1
244,0.3090565649618637,负向,所以不上新闻的故意伤害就不管了呗[摊手],1
245,0.736068329201049,正向,罪有应得,0
246,0.671717171717172,正向,活该,0
247,0.9928677339772968,正向,为什么不判死刑，乱世重典，不死刑未来就有可能操作减刑，流氓罪在八九十年代要被枪毙的[笑cry],0
248,0.8146129918452328,正向,@nnnNonAMEeee @Overthinker_欲上琉璃,0
249,0.2423928517625874,负向,只要不是挂墙上；出来还会作恶[衰],1
250,0.7301652110846273,正向,死刑不更好吗,0
251,0.7510033365114658,正向,[顶][顶]罪有应得！,0
252,0.9330337911818328,正向,不要减减刑，又放出来危害社会。这种人就应该把牢底坐穿。,0
253,0.9957239521609498,正向,说真的，24年都少了吧（个人感觉）[允悲],0
254,0.9785896987040807,正向,政府监督他们好好改造，加强思想品德教育，多安排公益劳动,0
255,0.9604869462826632,正向,大快人心,0
256,0.6114020527065668,正向,让他牢底坐穿,0
258,0.0059752225233298,负向,麻烦二十四年一天也别少蹲,1
259,0.736068329201049,正向,罪有应得,0
260,0.7648725212464591,正向,[心],0
261,0.625,正向,b,0
263,0.1434591694027379,负向,想想都觉得毛骨悚然。这事如果不是网络发酵，也许又和从前一样不了了之。,1
266,0.7635247260564817,正向,希望他的狱友给他上一课,0
267,0.9369526344232983,正向,正义不会迟到,0
268,0.8780844279994069,正向,没有曹建华？,0
269,0.6553173609149031,正向,好能犯罪啊[吐],0
270,0.7898669375509285,正向,希望能引进鞭刑，,0
272,0.9604869462826632,正向,大快人心,0
273,0.965403163858993,正向,[中国赞],0
275,0.6317853705682674,正向,好！👏！,0
276,0.671717171717172,正向,活该,0
278,0.9047619047619048,正向,[加油],0
280,0.9923908070006098,正向,天理昭昭…正义迟到了,0
281,0.0212096425093479,负向,没见过原告和原告的家属一个也不出庭的?奇怪不,1
283,0.0403919241324814,负向,看样子是因为影响恶劣从重处理了。挺好，杀一儆百,1
284,0.9490833080650848,正向,@人煎油物,0
286,0.9178743961352656,正向,[赞],0
287,0.998689230566927,正向,永远要相信中国法律，正义永不缺席,0
289,0.9999999999999648,正向,坚决打击黑恶势力范围[赞]🙏保护老百姓的正常生活秩序[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞],0
291,0.721321288916286,正向,凌迟,0
292,0.7633928571428572,正向,轻了,0
293,0.1251624779409743,负向,恶有恶报，不是不报,1
294,0.7250993756388543,正向,@五十块钱的没菜扣肉 二十四年[开学季][开学季],0
295,0.7984603777785156,正向,大块！！！！人心啊！,0
296,0.6855657624024745,正向,活该！劳底坐穿！这次谁也护不住你 好好反省去吧,0
297,0.7090697114867885,正向,不出席？有意思,0
298,0.708090844614052,正向,真希望进去里面的大哥收拾他[允悲],0
299,0.0786283415075759,负向,等于说他等到他爸妈都死了他都没能出来咯,1
300,0.7297953905324696,正向,不得减刑,0
301,0.8911661092139406,正向,打人的那帮人直接判死刑得了，凌迟处死，诛九族那种[打call],0
302,0.9604869462826632,正向,大快人心,0
303,0.3613001084326576,负向,[二哈][二哈][二哈],1
304,0.7642709336536204,正向,[鲜花][鲜花],0
305,0.3308434796450772,负向,党内要避免有同志吃空饷啊,1
306,0.0351015668739126,负向,无伞不黑，黑势力的形成离不开保护伞的功劳，强烈建议只要是保护伞全部诛九族。,1
307,0.7608695652173911,正向,[微笑],0
309,0.5919876548798813,正向,我想问一下。为什么被判刑的刘某 姜某萍不打出名字来？,0
310,0.6666666666666666,正向,该死刑,0
311,0.8401482148303173,正向,[鲜花][鲜花][鲜花],0
312,0.9389733993208796,正向,何时微博网络成了调查黑恶势力的最有效方式……     所以这是不是某种漏洞……,0
313,0.708647216745382,正向,得70多少出来[笑cry][笑cry],0
314,0.6429335818357281,正向,判死刑,0
317,0.736068329201049,正向,罪有应得,0
318,0.9942217299149956,正向,罪有应得！大快人心！希望不要减刑！,0
319,0.7297953905324696,正向,别减刑,0
320,0.9989109087071122,正向,[赞][赞][赞],0
321,0.716891954668542,正向,@何__呵呵_,0
322,0.9801730807172316,正向,我想看看受伤的女孩还在吗？,0
323,0.7120423675880718,正向,在里面坐到死吧[微笑],0
324,0.764705882352941,正向,[鼓掌],0
326,0.7753119861706633,正向,不能直接冒了吗，过两年开始减刑，没几年出来又继续嚯嚯人,0
329,0.2190384465745621,负向,差了一点，不准减刑,1
330,0.9563024306917732,正向,大快人心[给力],0
331,0.8528627182470886,正向,死不足惜,0
332,0.736068329201049,正向,罪有应得！,0
334,0.99999995718079,正向,@Joy-ming_1126 这个人的评论引流传播发布色情图文@微博管理员 @平安北京朝阳 @首都网警 @深圳网警  发布色情内容的id我都一一截图了 整理好就一网打尽 @央视新闻 @扫黄打非 @紫光阁  @人民日报  @共青团中央 @新华社  @中国新闻网@头条新闻,0
336,0.7018623353284836,正向,这种人便宜他了,0
337,0.9899713184486264,正向,大快人心！希望受害女孩们得到保护,0
339,0.3167751694284305,负向,才24年吗,1
340,0.3329290131885801,负向,4名受害者无一出席庭审。真的吗,1
341,0.8648203632597635,正向,支持[可爱],0
342,0.2376411437173335,负向,估计他是要死监狱里了！大快人心！！,1
344,0.5972229501044357,正向,我靠！爽！！！,0
345,0.671717171717172,正向,活该,0
346,0.9805105868816985,正向,天网恢恢，疏而不漏！终于得到该有的惩罚，大快人心！[good],0
347,0.9998279929225864,正向,受害者看上去很严重。但是鉴定只有轻伤二级，有点疑惑。希望是鉴定结果是客观真实的吧。本以为伤情会更重，那样会判的更重。现在的判决是有法律支撑的，本人支持。从心理上总觉得太轻[允悲],0
348,0.3468067242061333,负向,抓些小鱼小虾，打老虎在省委,1
350,0.9331247301607194,正向,24年！他值得拥有。,0
351,0.6534985858953689,正向,但愿不要像某些人宣判了，我们以为人在里面服刑。其实人家几年后在外面红火。应该老老实实在里面改造。24年都轻。,0
352,0.9999999963382444,正向,@带带黑帽子 这个人的评论引流传播发布色情图文@微博管理员 @平安北京朝阳 @首都网警 @深圳网警  发布色情内容的id我都一一截图了 整理好就一网打尽 @央视新闻 @扫黄打非 @紫光阁  @人民日报  @共青团中央 @新华社 @中国新闻网@头条新闻,0
354,0.8598665171314513,正向,好似[太开心],0
355,0.736068329201049,正向,罪有应得,0
356,0.999999996433398,正向,@会翘头的龙在天 这个人的评论引流传播发布色情图文  @微博管理员 @平安北京朝阳 @首都网警 @深圳网警  发布色情内容的id我都一一截图了 整理好就一网打尽 @央视新闻 @扫黄打非 @紫光阁  @人民日报  @共青团中央 @新华社 @中国新闻网@头条新闻,0
357,0.987700494042588,正向,喜大普奔[可爱],0
358,0.3027557425470845,负向,让说话吗？怎么没有公开审理,1
359,0.193539887875622,负向,罪该万死！！！,1
360,0.1999999999999999,负向,绳之以法！,1
362,0.9320846976568864,正向,24年少一天本中国公民都会伤心💔,0
365,0.9987331657546772,正向,@一棵草莓杏仁饼,0
366,0.6558628208940429,正向,好！,0
367,0.2244834125979927,负向,最高25年的规定，是不是也该与时俱进下了,1
368,0.9987468612744664,正向,我总算是看到结果了 真的真的！！ 那几个女孩子现在怎么样了？[抱一抱] 还是感谢在网上发声的大家 很多事情是真的好像闹上网络才能保护我们老百姓的利益,0
369,0.8223620545248431,正向,我的国我的党👏,0
370,0.3305348262831625,负向,千万别给减刑,1
371,0.6438907129142762,正向,转发微博,0
372,0.7636884509340458,正向,牲口终于被处理了[怒],0
373,0.686937166792288,正向,@根本不想恋爱 看后边怎么样吧  估计也判不了多久,0
375,0.7424022841578416,正向,真·牢底坐穿,0
377,0.6947890818858563,正向,舒服了,0
378,0.8310367288675833,正向,一个非常好的好消息！一定要维持原判！最好限制减刑,0
379,0.6317853705682674,正向,[打call]好！,0
380,0.9838795438491684,正向,大快人心 罪有应得！,0
381,0.8851598710551791,正向,别活着出来[鼓掌][鼓掌],0
382,0.7630915070383164,正向,能不能判无期或者多判点[泪],0
383,0.8528627182470886,正向,死不足惜,0
384,0.736068329201049,正向,罪有应得,0
385,0.671717171717172,正向,活该,0
386,0.736068329201049,正向,罪有应得,0
387,0.9604869462826632,正向,大快人心！,0
388,0.6191427117840377,正向,活该活该活该！！！,0
389,0.8442241194219677,正向,杀鸡儆猴[开学季][开学季][开学季],0
390,0.6317853705682674,正向,判的好,0
393,0.9531850393290646,正向,[doge][doge][心][心][心],0
394,0.8622405061172852,正向,[打call][打call][心][doge][心][doge],0
396,0.3824897040331069,负向,[作揖],1
397,0.0281287330671298,负向,我觉得判轻了，陈某应该死刑的，性质太恶劣,1
398,0.608405333022989,正向,@卡佩罗L,0
399,0.6558628208940429,正向,非常好！,0
400,0.9604869462826632,正向,大快人心,0
402,0.6459065149618323,正向,希望他把牢底坐穿,0
404,0.6414691441696111,正向,数罪并罚，判死刑也算合理了。,0
409,0.8895821198050384,正向,只想知道那四个女孩是否真的安康,0
410,0.7569824182741978,正向,归根结底还是得把伞收起来！伞若还在，今后还是不得安宁！看谁今后还敢当伞！,0
412,0.7210930637635714,正向,恭喜，喜提24年,0
413,0.6304990734906226,正向,终于等到了，公正,0
414,0.9976799728145516,正向,永远相信 公理之下 正义不朽[泪],0
416,0.8452207188434785,正向,[开学季][开学季][开学季],0
417,0.1252579432787814,负向,往死里搞,1
418,0.7646031627170761,正向,判刑太少，受到伤害不是二十四年可以弥补！[泪],0
419,0.0981096341221291,负向,希望他们在监狱里被慢慢的折磨死，不能减刑,1
420,0.6585842267356052,正向,都罪大恶极了，才来审判！,0
423,0.736068329201049,正向,罪有应得,0
425,0.7297953905324696,正向,不得减刑,0
426,0.1410732211879316,负向,别想减刑，老实坐牢,1
428,0.671717171717172,正向,活该,0
431,0.7825882693341863,正向,这个结果我很满意[喵喵],0
432,0.602797381863746,正向,坐满,0
434,0.9125088810406434,正向,希望狱中各位好好伺候陈总[doge],0
435,0.9849258266452048,正向,我想知道那个红衣戴帽子的着了吗,0
438,0.1324589495122113,负向,能打人说明他这事他没少干，正常人都打别人吗,1
439,0.7151653912003871,正向,罪有应得！[good],0
441,0.9849399332433396,正向,我就问问，能不能给他点特殊政策照顾照顾，比如给他刑期加点利息[喵喵],0
442,0.8576062043737703,正向,全国人民都盯着他，想减刑都减不了,0
443,0.7893318456337747,正向,真该死立执,0
444,0.6065053990382873,正向,感谢现在的网络平台呀，不是热度起来群众的呼声，又怎么会那么快引起机关单位的重视呢,0
445,0.8592605999169626,正向,罪有应得，不要减刑🙏🙏🙏,0
446,0.2674024289258361,负向,所以网上那些传言不攻自破[doge],1
447,0.892385675017653,正向,活该 就该终身监禁,0
448,0.9943757094450238,正向,关注一下新疆疫情吧 ，50天了还有新增。都快活不下去了  无休止的居家。,0
449,0.7934862045506564,正向,@逍遥小姚_ 终于,0
450,0.2615032361511576,负向,那个boy 呢？那人也挺狠的判了几年？,1
451,0.9605968187934686,正向,十年，老百姓被他们骑在头上,0
452,0.9951143886097426,正向,@夜深雾渐浓 可喜可贺,0
453,0.6317853705682674,正向,判的好,0
455,0.6438907129142762,正向,转发微博,0
457,0.9890513743766556,正向,支持法律公正[心],0
459,0.9604869462826632,正向,大快人心！,0
460,0.736068329201049,正向,罪有应得,0
461,0.960043153108107,正向,@王简生_,0
462,0.7861854418430471,正向,不要给减刑的机会 谢谢,0
464,0.9996185742138778,正向,不要过两年就出来哦[嘻嘻][嘻嘻][嘻嘻],0
467,0.9490140137879092,正向,我想知道那些保护伞呢？这个案件重中之重不应该是后面的保护伞吗？,0
468,0.9178743961352656,正向,[赞],0
470,0.3447115614454541,负向,判少了！受害人现在啥情况？,1
471,0.9715607469724477,正向,喜大普奔。[打call],0
